gstID,startTime_GST,CME_ActivityID,cmeID,startTime_CME,linkedEvents,GST_ActivityID,timeDiff
2013-06-07T03:00:00-GST-001,2013-06-07 03:00:00+00:00,2013-06-02T20:24:00-CME-001,2013-06-02T20:24:00-CME-001,2013-06-02 20:24:00+00:00,[{'activityID': '2013-06-07T03:00:00-GST-001'}],2013-06-07T03:00:00-GST-001,4 days 06:36:00
