gstID,startTime_GST,allKpIndex,link,linkedEvents,submissionTime,versionId,CME_ActivityID
2023-03-23T12:00:00-GST-001,2023-03-23 12:00:00+00:00,"[{'observedTime': '2023-03-23T15:00Z', 'kpIndex': 7.0, 'source': 'NOAA'}, {'observedTime': '2023-03-23T21:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}, {'observedTime': '2023-03-24T00:00Z', 'kpIndex': 7.0, 'source': 'NOAA'}, {'observedTime': '2023-03-24T03:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}, {'observedTime': '2023-03-24T06:00Z', 'kpIndex': 8.0, 'source': 'NOAA'}, {'observedTime': '2023-03-24T09:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}]",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/GST/24366/-1,"[{'activityID': '2023-03-20T02:41:00-CME-001'}, {'activityID': '2023-03-20T14:42:00-CME-001'}, {'activityID': '2023-03-23T09:10:00-IPS-001'}, {'activityID': '2023-03-23T14:52:00-MPC-001'}]",2023-03-23T15:33Z,1,2023-03-20T02:41:00-CME-001
2023-04-23T18:00:00-GST-001,2023-04-23 18:00:00+00:00,"[{'observedTime': '2023-04-23T21:00Z', 'kpIndex': 8.0, 'source': 'NOAA'}, {'observedTime': '2023-04-24T00:00Z', 'kpIndex': 7.0, 'source': 'NOAA'}, {'observedTime': '2023-04-24T03:00Z', 'kpIndex': 7.0, 'source': 'NOAA'}, {'observedTime': '2023-04-24T06:00Z', 'kpIndex': 8.0, 'source': 'NOAA'}, {'observedTime': '2023-04-24T09:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}, {'observedTime': '2023-04-24T12:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}]",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/GST/24772/-1,"[{'activityID': '2023-04-21T18:12:00-CME-001'}, {'activityID': '2023-04-23T17:00:00-IPS-001'}, {'activityID': '2023-04-23T19:15:00-MPC-001'}]",2023-04-23T21:33Z,1,2023-04-21T18:12:00-CME-001
2023-05-06T03:00:00-GST-001,2023-05-06 03:00:00+00:00,"[{'observedTime': '2023-05-06T06:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}]",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/GST/24962/-1,[{'activityID': '2023-05-06T00:25:00-IPS-001'}],2023-05-06T06:33Z,1,2023-05-06T00:25:00-IPS-001
2023-05-20T00:00:00-GST-001,2023-05-20 00:00:00+00:00,"[{'observedTime': '2023-05-20T03:00Z', 'kpIndex': 5.67, 'source': 'NOAA'}, {'observedTime': '2023-05-20T06:00Z', 'kpIndex': 5.67, 'source': 'NOAA'}]",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/GST/25253/-1,"[{'activityID': '2023-05-19T20:36:00-IPS-001'}, {'activityID': '2023-05-20T03:34:00-HSS-001'}]",2023-05-20T13:21Z,2,2023-05-19T20:36:00-IPS-001
2023-05-21T18:00:00-GST-001,2023-05-21 18:00:00+00:00,"[{'observedTime': '2023-05-21T21:00Z', 'kpIndex': 5.67, 'source': 'NOAA'}, {'observedTime': '2023-05-22T00:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}]",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/GST/25292/-1,[{'activityID': '2023-05-21T14:20:00-IPS-001'}],2023-05-22T12:00Z,3,2023-05-21T14:20:00-IPS-001
2023-06-15T21:00:00-GST-001,2023-06-15 21:00:00+00:00,"[{'observedTime': '2023-06-16T00:00Z', 'kpIndex': 5.67, 'source': 'NOAA'}, {'observedTime': '2023-06-16T06:00Z', 'kpIndex': 6.33, 'source': 'NOAA'}]",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/GST/25577/-1,"[{'activityID': '2023-06-15T05:46:00-IPS-001'}, {'activityID': '2023-06-15T09:15:00-HSS-001'}]",2023-06-16T00:33Z,1,2023-06-15T05:46:00-IPS-001
2023-08-05T03:00:00-GST-001,2023-08-05 03:00:00+00:00,"[{'observedTime': '2023-08-05T06:00Z', 'kpIndex': 6.67, 'source': 'NOAA'}]",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/GST/26336/-1,"[{'activityID': '2023-08-02T09:12:00-CME-001'}, {'activityID': '2023-08-05T02:10:00-IPS-001'}]",2023-08-05T06:39Z,1,2023-08-02T09:12:00-CME-001
2023-09-03T00:00:00-GST-001,2023-09-03 00:00:00+00:00,"[{'observedTime': '2023-09-03T03:00Z', 'kpIndex': 5.67, 'source': 'NOAA'}]",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/GST/26745/-1,[{'activityID': '2023-09-01T18:00:00-HSS-001'}],2023-09-06T15:14Z,2,2023-09-01T18:00:00-HSS-001
2023-09-12T15:00:00-GST-001,2023-09-12 15:00:00+00:00,"[{'observedTime': '2023-09-12T18:00Z', 'kpIndex': 5.67, 'source': 'NOAA'}]",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/GST/26894/-1,"[{'activityID': '2023-09-12T10:18:00-IPS-001'}, {'activityID': '2023-09-12T13:46:00-MPC-001'}]",2023-09-12T18:33Z,1,2023-09-12T10:18:00-IPS-001
2023-09-19T00:00:00-GST-001,2023-09-19 00:00:00+00:00,"[{'observedTime': '2023-09-19T03:00Z', 'kpIndex': 5.67, 'source': 'NOAA'}, {'observedTime': '2023-09-19T06:00Z', 'kpIndex': 6.67, 'source': 'NOAA'}]",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/GST/26987/-1,"[{'activityID': '2023-09-14T23:12:00-CME-001'}, {'activityID': '2023-09-16T09:12:00-CME-001'}, {'activityID': '2023-09-18T12:58:00-IPS-001'}, {'activityID': '2023-09-18T17:54:00-MPC-001'}]",2023-09-19T03:33Z,1,2023-09-14T23:12:00-CME-001
2023-09-24T18:00:00-GST-001,2023-09-24 18:00:00+00:00,"[{'observedTime': '2023-09-24T21:00Z', 'kpIndex': 5.67, 'source': 'NOAA'}, {'observedTime': '2023-09-25T00:00Z', 'kpIndex': 5.67, 'source': 'NOAA'}]",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/GST/27105/-1,"[{'activityID': '2023-09-24T19:52:00-IPS-001'}, {'activityID': '2023-09-24T22:30:00-MPC-001'}]",2023-09-24T21:32Z,1,2023-09-24T19:52:00-IPS-001
2023-11-05T09:00:00-GST-001,2023-11-05 09:00:00+00:00,"[{'observedTime': '2023-11-05T12:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}, {'observedTime': '2023-11-05T15:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}, {'observedTime': '2023-11-05T18:00Z', 'kpIndex': 7.0, 'source': 'NOAA'}, {'observedTime': '2023-11-05T21:00Z', 'kpIndex': 6.33, 'source': 'NOAA'}, {'observedTime': '2023-11-06T06:00Z', 'kpIndex': 5.67, 'source': 'NOAA'}]",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/GST/27600/-1,"[{'activityID': '2023-11-02T03:36:00-CME-001'}, {'activityID': '2023-11-03T05:48:00-CME-001'}, {'activityID': '2023-11-05T08:10:00-IPS-001'}, {'activityID': '2023-11-05T10:34:00-MPC-001'}, {'activityID': '2023-11-05T11:45:00-IPS-001'}, {'activityID': '2023-11-05T14:52:00-MPC-001'}]",2023-11-06T17:27Z,2,2023-11-02T03:36:00-CME-001
2023-11-25T18:00:00-GST-001,2023-11-25 18:00:00+00:00,"[{'observedTime': '2023-11-25T21:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}]",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/GST/27882/-1,"[{'activityID': '2023-11-22T21:36:00-CME-001'}, {'activityID': '2023-11-24T18:50:00-IPS-001'}, {'activityID': '2023-11-24T18:50:00-HSS-001'}, {'activityID': '2023-11-25T07:59:00-IPS-001'}, {'activityID': '2023-11-25T09:28:00-MPC-001'}]",2023-11-29T15:14Z,2,2023-11-22T21:36:00-CME-001
2023-12-01T09:00:00-GST-001,2023-12-01 09:00:00+00:00,"[{'observedTime': '2023-12-01T12:00Z', 'kpIndex': 7.0, 'source': 'NOAA'}, {'observedTime': '2023-12-01T15:00Z', 'kpIndex': 6.33, 'source': 'NOAA'}]",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/GST/27948/-1,"[{'activityID': '2023-11-28T20:24:00-CME-001'}, {'activityID': '2023-11-28T20:48:00-CME-001'}, {'activityID': '2023-12-01T08:48:00-IPS-001'}, {'activityID': '2023-12-01T11:04:00-MPC-001'}]",2023-12-01T12:33Z,1,2023-11-28T20:24:00-CME-001
2023-12-18T06:00:00-GST-001,2023-12-18 06:00:00+00:00,"[{'observedTime': '2023-12-18T09:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}]",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/GST/28236/-1,"[{'activityID': '2023-12-14T17:38:00-CME-001'}, {'activityID': '2023-12-17T07:32:00-IPS-001'}, {'activityID': '2023-12-17T10:54:00-MPC-001'}]",2023-12-18T09:34Z,1,2023-12-14T17:38:00-CME-001
2024-03-03T18:00:00-GST-001,2024-03-03 18:00:00+00:00,"[{'observedTime': '2024-03-03T21:00Z', 'kpIndex': 5.67, 'source': 'NOAA'}]",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/GST/29440/-1,"[{'activityID': '2024-02-28T17:48:00-CME-001'}, {'activityID': '2024-03-03T08:47:00-IPS-001'}]",2024-03-03T21:35Z,1,2024-02-28T17:48:00-CME-001
2024-03-23T21:00:00-GST-001,2024-03-23 21:00:00+00:00,"[{'observedTime': '2024-03-24T00:00Z', 'kpIndex': 5.67, 'source': 'NOAA'}]",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/GST/29751/-1,"[{'activityID': '2024-03-23T12:49:00-IPS-001'}, {'activityID': '2024-03-23T15:35:00-HSS-001'}]",2024-03-24T00:33Z,1,2024-03-23T12:49:00-IPS-001
2024-03-24T12:00:00-GST-001,2024-03-24 12:00:00+00:00,"[{'observedTime': '2024-03-24T15:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}, {'observedTime': '2024-03-24T15:00Z', 'kpIndex': 6.0, 'source': 'NOAA'}, {'observedTime': '2024-03-24T18:00Z', 'kpIndex': 8.0, 'source': 'NOAA'}, {'observedTime': '2024-03-24T21:00Z', 'kpIndex': 6.33, 'source': 'NOAA'}]",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/GST/29769/-1,"[{'activityID': '2024-03-23T01:25:00-CME-001'}, {'activityID': '2024-03-23T01:48:00-CME-001'}, {'activityID': '2024-03-24T14:10:00-IPS-001'}, {'activityID': '2024-03-24T16:25:00-MPC-001'}]",2024-03-24T15:31Z,1,2024-03-23T01:25:00-CME-001
2024-04-19T18:00:00-GST-001,2024-04-19 18:00:00+00:00,"[{'observedTime': '2024-04-19T21:00Z', 'kpIndex': 7.0, 'source': 'NOAA'}]",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/GST/30153/-1,"[{'activityID': '2024-04-15T06:48:00-CME-001'}, {'activityID': '2024-04-19T04:53:00-IPS-001'}]",2024-04-19T21:40Z,1,2024-04-15T06:48:00-CME-001
