activityID,startTime,linkedEvents,GST_ActivityID
2023-09-14T07:24:00-CME-001,2023-09-14T07:24Z,"[{'activityID': '2023-09-14T06:40:00-FLR-001'}, {'activityID': '2023-09-16T22:30:00-IPS-001'}, {'activityID': '2023-09-17T01:53:00-IPS-001'}]",2023-09-14T06:40:00-FLR-001
2023-09-14T23:12:00-CME-001,2023-09-14T23:12Z,"[{'activityID': '2023-09-14T21:17:00-FLR-001'}, {'activityID': '2023-09-18T17:54:00-MPC-001'}, {'activityID': '2023-09-19T00:00:00-GST-001'}, {'activityID': '2023-09-19T14:55:00-RBE-001'}]",2023-09-14T21:17:00-FLR-001
2023-09-16T09:12:00-CME-001,2023-09-16T09:12Z,"[{'activityID': '2023-09-18T09:04:00-IPS-001'}, {'activityID': '2023-09-18T12:58:00-IPS-001'}, {'activityID': '2023-09-18T17:54:00-MPC-001'}, {'activityID': '2023-09-19T00:00:00-GST-001'}, {'activityID': '2023-09-19T14:55:00-RBE-001'}]",2023-09-18T09:04:00-IPS-001
2023-09-19T04:36:00-CME-001,2023-09-19T04:36Z,[{'activityID': '2023-09-19T03:45:00-FLR-001'}],2023-09-19T03:45:00-FLR-001
2023-09-19T10:12:00-CME-001,2023-09-19T10:12Z,[{'activityID': '2023-09-19T09:23:00-FLR-001'}],2023-09-19T09:23:00-FLR-001
2023-09-19T16:24:00-CME-001,2023-09-19T16:24Z,[{'activityID': '2023-09-19T15:39:00-FLR-001'}],2023-09-19T15:39:00-FLR-001
2023-09-19T20:36:00-CME-001,2023-09-19T20:36Z,[{'activityID': '2023-09-19T20:01:00-FLR-001'}],2023-09-19T20:01:00-FLR-001
2023-09-20T15:05:00-CME-001,2023-09-20T15:05Z,[{'activityID': '2023-09-20T14:11:00-FLR-001'}],2023-09-20T14:11:00-FLR-001
2023-09-21T13:38:00-CME-001,2023-09-21T13:38Z,[{'activityID': '2023-09-21T12:42:00-FLR-001'}],2023-09-21T12:42:00-FLR-001
2023-09-22T02:24:00-CME-001,2023-09-22T02:24Z,"[{'activityID': '2023-09-24T18:49:00-IPS-001'}, {'activityID': '2023-09-24T19:52:00-IPS-001'}, {'activityID': '2023-09-27T12:00:00-RBE-001'}]",2023-09-24T18:49:00-IPS-001
2023-09-22T07:36:00-CME-001,2023-09-22T07:36Z,"[{'activityID': '2023-09-24T18:49:00-IPS-001'}, {'activityID': '2023-09-24T19:52:00-IPS-001'}, {'activityID': '2023-09-27T12:00:00-RBE-001'}]",2023-09-24T18:49:00-IPS-001
2023-09-22T17:12:00-CME-001,2023-09-22T17:12Z,[{'activityID': '2023-09-22T15:53:00-FLR-001'}],2023-09-22T15:53:00-FLR-001
2023-09-22T22:24:00-CME-001,2023-09-22T22:24Z,[{'activityID': '2023-09-22T22:25:00-FLR-001'}],2023-09-22T22:25:00-FLR-001
2023-09-30T04:44:00-CME-001,2023-09-30T04:44Z,[{'activityID': '2023-09-30T03:57:00-FLR-001'}],2023-09-30T03:57:00-FLR-001
2023-09-30T16:52:00-CME-001,2023-09-30T16:52Z,[{'activityID': '2023-09-30T16:16:00-FLR-001'}],2023-09-30T16:16:00-FLR-001
2023-10-02T18:24:00-CME-001,2023-10-02T18:24Z,"[{'activityID': '2023-10-02T15:53:00-FLR-001'}, {'activityID': '2023-10-05T21:25:00-IPS-001'}]",2023-10-02T15:53:00-FLR-001
2023-10-12T07:36:00-CME-001,2023-10-12T07:36Z,[{'activityID': '2023-10-12T05:56:00-FLR-001'}],2023-10-12T05:56:00-FLR-001
2023-10-16T12:09:00-CME-001,2023-10-16T12:09Z,"[{'activityID': '2023-10-16T10:32:00-FLR-001'}, {'activityID': '2023-10-20T07:30:00-IPS-001'}, {'activityID': '2023-10-20T07:50:00-IPS-001'}]",2023-10-16T10:32:00-FLR-001
2023-10-17T05:48:00-CME-001,2023-10-17T05:48Z,[{'activityID': '2023-10-17T04:41:00-FLR-001'}],2023-10-17T04:41:00-FLR-001
2023-10-25T14:01:00-CME-001,2023-10-25T14:01Z,[{'activityID': '2023-10-25T12:55:00-FLR-001'}],2023-10-25T12:55:00-FLR-001
2023-10-25T22:36:00-CME-001,2023-10-25T22:36Z,[{'activityID': '2023-10-25T21:57:00-FLR-001'}],2023-10-25T21:57:00-FLR-001
2023-10-26T23:14:00-CME-001,2023-10-26T23:14Z,[{'activityID': '2023-10-26T22:47:00-FLR-001'}],2023-10-26T22:47:00-FLR-001
2023-10-31T21:12:00-CME-001,2023-10-31T21:12Z,[{'activityID': '2023-10-31T20:16:00-FLR-001'}],2023-10-31T20:16:00-FLR-001
2023-10-31T22:12:00-CME-001,2023-10-31T22:12Z,"[{'activityID': '2023-11-04T00:00:00-IPS-001'}, {'activityID': '2023-11-04T15:45:00-IPS-001'}]",2023-11-04T00:00:00-IPS-001
2023-11-01T13:25:00-CME-001,2023-11-01T13:25Z,[{'activityID': '2023-11-01T11:37:00-FLR-001'}],2023-11-01T11:37:00-FLR-001
2023-11-02T03:36:00-CME-001,2023-11-02T03:36Z,"[{'activityID': '2023-11-05T03:38:00-IPS-001'}, {'activityID': '2023-11-05T08:10:00-IPS-001'}, {'activityID': '2023-11-05T09:00:00-GST-001'}, {'activityID': '2023-11-05T10:34:00-MPC-001'}, {'activityID': '2023-11-07T15:35:00-RBE-001'}]",2023-11-05T03:38:00-IPS-001
2023-11-02T06:00:00-CME-001,2023-11-02T06:00Z,[{'activityID': '2023-11-02T05:15:00-FLR-001'}],2023-11-02T05:15:00-FLR-001
2023-11-02T19:48:00-CME-001,2023-11-02T19:48Z,[{'activityID': '2023-11-02T19:08:00-FLR-001'}],2023-11-02T19:08:00-FLR-001
2023-11-03T05:48:00-CME-001,2023-11-03T05:48Z,"[{'activityID': '2023-11-03T04:40:00-FLR-001'}, {'activityID': '2023-11-05T09:00:00-GST-001'}, {'activityID': '2023-11-05T11:45:00-IPS-001'}, {'activityID': '2023-11-05T12:35:00-IPS-001'}, {'activityID': '2023-11-05T14:52:00-MPC-001'}, {'activityID': '2023-11-07T15:35:00-RBE-001'}]",2023-11-03T04:40:00-FLR-001
2023-11-09T12:23:00-CME-001,2023-11-09T12:23Z,"[{'activityID': '2023-11-09T10:53:00-FLR-001'}, {'activityID': '2023-11-12T03:48:00-IPS-001'}, {'activityID': '2023-11-12T05:30:00-IPS-001'}]",2023-11-09T10:53:00-FLR-001
2023-11-14T04:00:00-CME-001,2023-11-14T04:00Z,[{'activityID': '2023-11-14T03:40:00-FLR-001'}],2023-11-14T03:40:00-FLR-001
2023-11-14T23:24:00-CME-001,2023-11-14T23:24Z,[{'activityID': '2023-11-14T22:58:00-FLR-001'}],2023-11-14T22:58:00-FLR-001
2023-11-15T04:24:00-CME-001,2023-11-15T04:24Z,[{'activityID': '2023-11-15T03:55:00-FLR-001'}],2023-11-15T03:55:00-FLR-001
2023-11-15T06:36:00-CME-001,2023-11-15T06:36Z,[{'activityID': '2023-11-22T12:00:00-IPS-001'}],2023-11-22T12:00:00-IPS-001
2023-11-15T12:36:00-CME-001,2023-11-15T12:36Z,[{'activityID': '2023-11-15T12:05:00-FLR-001'}],2023-11-15T12:05:00-FLR-001
2023-11-16T03:48:00-CME-001,2023-11-16T03:48Z,"[{'activityID': '2023-11-19T16:55:00-IPS-001'}, {'activityID': '2023-11-20T09:49:00-IPS-001'}, {'activityID': '2023-11-24T14:15:00-RBE-001'}]",2023-11-19T16:55:00-IPS-001
2023-11-16T22:00:00-CME-001,2023-11-16T22:00Z,[{'activityID': '2023-11-16T20:03:00-FLR-001'}],2023-11-16T20:03:00-FLR-001
2023-11-22T21:36:00-CME-001,2023-11-22T21:36Z,"[{'activityID': '2023-11-22T18:58:00-FLR-001'}, {'activityID': '2023-11-25T04:30:00-IPS-001'}, {'activityID': '2023-11-25T07:59:00-IPS-001'}, {'activityID': '2023-11-25T09:28:00-MPC-001'}, {'activityID': '2023-11-25T18:00:00-GST-001'}]",2023-11-22T18:58:00-FLR-001
2023-11-23T03:12:00-CME-001,2023-11-23T03:12Z,[{'activityID': '2023-11-23T02:59:00-FLR-001'}],2023-11-23T02:59:00-FLR-001
2023-11-24T10:12:00-CME-001,2023-11-24T10:12Z,[{'activityID': '2023-11-24T09:17:00-FLR-001'}],2023-11-24T09:17:00-FLR-001
2023-11-26T08:36:00-CME-001,2023-11-26T08:36Z,[{'activityID': '2023-11-26T07:38:00-FLR-001'}],2023-11-26T07:38:00-FLR-001
2023-11-27T20:12:00-CME-001,2023-11-27T20:12Z,"[{'activityID': '2023-11-27T18:21:00-FLR-001'}, {'activityID': '2023-11-30T23:29:00-IPS-001'}, {'activityID': '2023-12-01T00:11:00-IPS-001'}]",2023-11-27T18:21:00-FLR-001
2023-11-27T23:48:00-CME-001,2023-11-27T23:48Z,"[{'activityID': '2023-11-27T23:13:00-FLR-001'}, {'activityID': '2023-11-30T23:29:00-IPS-001'}, {'activityID': '2023-12-01T00:11:00-IPS-001'}]",2023-11-27T23:13:00-FLR-001
2023-11-28T20:24:00-CME-001,2023-11-28T20:24Z,"[{'activityID': '2023-11-28T19:07:00-FLR-001'}, {'activityID': '2023-11-28T19:35:00-FLR-001'}, {'activityID': '2023-12-01T08:15:00-IPS-001'}, {'activityID': '2023-12-01T08:48:00-IPS-001'}, {'activityID': '2023-12-01T09:00:00-GST-001'}, {'activityID': '2023-12-01T11:04:00-MPC-001'}, {'activityID': '2023-12-02T00:46:00-MPC-001'}]",2023-11-28T19:07:00-FLR-001
2023-11-28T20:48:00-CME-001,2023-11-28T20:48Z,"[{'activityID': '2023-11-28T19:07:00-FLR-001'}, {'activityID': '2023-11-28T19:35:00-FLR-001'}, {'activityID': '2023-12-01T08:15:00-IPS-001'}, {'activityID': '2023-12-01T08:48:00-IPS-001'}, {'activityID': '2023-12-01T09:00:00-GST-001'}, {'activityID': '2023-12-01T11:04:00-MPC-001'}, {'activityID': '2023-12-02T00:46:00-MPC-001'}]",2023-11-28T19:07:00-FLR-001
2023-11-30T23:12:00-CME-001,2023-11-30T23:12Z,[{'activityID': '2023-11-30T22:37:00-FLR-001'}],2023-11-30T22:37:00-FLR-001
2023-12-01T03:24:00-CME-001,2023-12-01T03:24Z,[{'activityID': '2023-12-01T02:52:00-FLR-001'}],2023-12-01T02:52:00-FLR-001
2023-12-01T12:36:00-CME-001,2023-12-01T12:36Z,[{'activityID': '2023-12-01T11:48:00-FLR-001'}],2023-12-01T11:48:00-FLR-001
2023-12-01T22:24:00-CME-001,2023-12-01T22:24Z,"[{'activityID': '2023-12-01T20:55:00-FLR-001'}, {'activityID': '2023-12-04T04:30:00-IPS-001'}, {'activityID': '2023-12-04T08:09:00-IPS-001'}, {'activityID': '2023-12-07T16:25:00-RBE-001'}]",2023-12-01T20:55:00-FLR-001
2023-12-05T07:48:00-CME-001,2023-12-05T07:48Z,[{'activityID': '2023-12-05T06:48:00-FLR-001'}],2023-12-05T06:48:00-FLR-001
2023-12-07T13:36:00-CME-001,2023-12-07T13:36Z,[{'activityID': '2023-12-09T19:27:00-IPS-001'}],2023-12-09T19:27:00-IPS-001
2023-12-11T21:36:00-CME-001,2023-12-11T21:36Z,[{'activityID': '2023-12-11T19:56:00-FLR-001'}],2023-12-11T19:56:00-FLR-001
2023-12-12T00:00:00-CME-001,2023-12-12T00:00Z,"[{'activityID': '2023-12-15T10:05:00-SEP-001'}, {'activityID': '2023-12-15T10:57:00-IPS-001'}, {'activityID': '2023-12-15T12:41:00-IPS-001'}, {'activityID': '2023-12-15T14:57:00-SEP-001'}, {'activityID': '2023-12-15T15:42:00-SEP-001'}, {'activityID': '2023-12-15T23:45:00-SEP-001'}]",2023-12-15T10:05:00-SEP-001
2023-12-13T00:00:00-CME-001,2023-12-13T00:00Z,"[{'activityID': '2023-12-12T22:29:00-FLR-001'}, {'activityID': '2023-12-15T10:05:00-SEP-001'}, {'activityID': '2023-12-15T10:57:00-IPS-001'}, {'activityID': '2023-12-15T12:41:00-IPS-001'}, {'activityID': '2023-12-15T14:57:00-SEP-001'}, {'activityID': '2023-12-15T15:42:00-SEP-001'}, {'activityID': '2023-12-15T23:45:00-SEP-001'}]",2023-12-12T22:29:00-FLR-001
2023-12-14T08:36:00-CME-001,2023-12-14T08:36Z,[{'activityID': '2023-12-14T07:11:00-FLR-001'}],2023-12-14T07:11:00-FLR-001
2023-12-14T17:38:00-CME-001,2023-12-14T17:38Z,"[{'activityID': '2023-12-14T16:47:00-FLR-001'}, {'activityID': '2023-12-15T10:05:00-SEP-001'}, {'activityID': '2023-12-15T14:57:00-SEP-001'}, {'activityID': '2023-12-15T15:42:00-SEP-001'}, {'activityID': '2023-12-15T23:45:00-SEP-001'}, {'activityID': '2023-12-17T00:30:00-IPS-001'}, {'activityID': '2023-12-17T07:32:00-IPS-001'}, {'activityID': '2023-12-17T10:54:00-MPC-001'}, {'activityID': '2023-12-18T06:00:00-GST-001'}, {'activityID': '2023-12-21T13:35:00-RBE-001'}]",2023-12-14T16:47:00-FLR-001
2023-12-15T07:48:00-CME-001,2023-12-15T07:48Z,"[{'activityID': '2023-12-15T07:03:00-FLR-001'}, {'activityID': '2023-12-15T07:23:00-FLR-001'}, {'activityID': '2023-12-15T10:05:00-SEP-001'}, {'activityID': '2023-12-15T14:57:00-SEP-001'}, {'activityID': '2023-12-15T15:42:00-SEP-001'}, {'activityID': '2023-12-15T23:45:00-SEP-001'}]",2023-12-15T07:03:00-FLR-001
2023-12-16T01:48:00-CME-001,2023-12-16T01:48Z,[{'activityID': '2023-12-20T00:26:00-IPS-001'}],2023-12-20T00:26:00-IPS-001
2023-12-16T15:09:00-CME-001,2023-12-16T15:09Z,[{'activityID': '2023-12-16T13:19:00-FLR-001'}],2023-12-16T13:19:00-FLR-001
2023-12-20T10:24:00-CME-001,2023-12-20T10:24Z,[{'activityID': '2023-12-20T09:23:00-FLR-001'}],2023-12-20T09:23:00-FLR-001
2023-12-21T06:09:00-CME-001,2023-12-21T06:09Z,[{'activityID': '2023-12-21T05:19:00-FLR-001'}],2023-12-21T05:19:00-FLR-001
2023-12-22T00:24:00-CME-001,2023-12-22T00:24Z,[{'activityID': '2023-12-21T23:42:00-FLR-001'}],2023-12-21T23:42:00-FLR-001
2023-12-22T01:25:00-CME-001,2023-12-22T01:25Z,[{'activityID': '2023-12-22T00:57:00-FLR-001'}],2023-12-22T00:57:00-FLR-001
2023-12-22T05:12:00-CME-001,2023-12-22T05:12Z,[{'activityID': '2023-12-22T04:46:00-FLR-001'}],2023-12-22T04:46:00-FLR-001
2023-12-24T13:25:00-CME-001,2023-12-24T13:25Z,[{'activityID': '2023-12-27T08:26:00-IPS-001'}],2023-12-27T08:26:00-IPS-001
2023-12-24T20:00:00-CME-001,2023-12-24T20:00Z,[{'activityID': '2023-12-24T19:21:00-FLR-001'}],2023-12-24T19:21:00-FLR-001
2023-12-25T09:38:00-CME-001,2023-12-25T09:38Z,[{'activityID': '2023-12-29T11:34:00-IPS-001'}],2023-12-29T11:34:00-IPS-001
2023-12-31T10:00:00-CME-001,2023-12-31T10:00Z,"[{'activityID': '2024-01-02T21:20:00-IPS-001'}, {'activityID': '2024-01-03T04:50:00-IPS-001'}]",2024-01-02T21:20:00-IPS-001
2023-12-31T22:00:00-CME-001,2023-12-31T22:00Z,"[{'activityID': '2023-12-31T21:40:00-FLR-001'}, {'activityID': '2024-01-02T23:22:00-SEP-002'}, {'activityID': '2024-01-02T23:22:00-SEP-001'}, {'activityID': '2024-01-03T00:15:00-SEP-001'}, {'activityID': '2024-01-03T14:19:00-IPS-001'}, {'activityID': '2024-01-03T15:30:00-IPS-001'}, {'activityID': '2024-01-03T19:10:00-SEP-001'}, {'activityID': '2024-01-03T20:05:00-SEP-001'}]",2023-12-31T21:40:00-FLR-001
2024-01-02T19:36:00-CME-001,2024-01-02T19:36Z,[{'activityID': '2024-01-02T18:02:00-FLR-001'}],2024-01-02T18:02:00-FLR-001
2024-01-06T08:12:00-CME-001,2024-01-06T08:12Z,"[{'activityID': '2024-01-06T05:28:00-FLR-001'}, {'activityID': '2024-01-06T05:41:00-FLR-001'}, {'activityID': '2024-01-06T05:53:00-FLR-001'}, {'activityID': '2024-01-06T06:06:00-FLR-001'}]",2024-01-06T05:28:00-FLR-001
2024-01-10T19:36:00-CME-001,2024-01-10T19:36Z,[{'activityID': '2024-01-10T18:56:00-FLR-001'}],2024-01-10T18:56:00-FLR-001
2024-01-10T21:09:00-CME-001,2024-01-10T21:09Z,[{'activityID': '2024-01-10T20:28:00-FLR-001'}],2024-01-10T20:28:00-FLR-001
2024-01-14T12:00:00-CME-001,2024-01-14T12:00Z,[{'activityID': '2024-01-14T11:30:00-FLR-001'}],2024-01-14T11:30:00-FLR-001
2024-01-20T09:24:00-CME-001,2024-01-20T09:24Z,"[{'activityID': '2024-01-20T08:35:00-FLR-001'}, {'activityID': '2024-01-22T13:00:00-SEP-001'}, {'activityID': '2024-01-22T16:01:00-IPS-001'}, {'activityID': '2024-01-22T16:48:00-SEP-001'}, {'activityID': '2024-01-23T00:50:00-IPS-001'}]",2024-01-20T08:35:00-FLR-001
2024-01-21T00:36:00-CME-001,2024-01-21T00:36Z,"[{'activityID': '2024-01-21T00:03:00-FLR-001'}, {'activityID': '2024-01-21T00:35:00-FLR-001'}, {'activityID': '2024-01-22T13:00:00-SEP-001'}, {'activityID': '2024-01-22T13:42:00-SEP-001'}, {'activityID': '2024-01-22T16:01:00-IPS-001'}, {'activityID': '2024-01-22T16:48:00-SEP-001'}]",2024-01-21T00:03:00-FLR-001
2024-01-22T10:48:00-CME-001,2024-01-22T10:48Z,"[{'activityID': '2024-01-25T04:00:00-IPS-001'}, {'activityID': '2024-01-25T05:35:00-IPS-001'}]",2024-01-25T04:00:00-IPS-001
2024-01-22T22:36:00-CME-001,2024-01-22T22:36Z,"[{'activityID': '2024-01-22T21:14:00-FLR-001'}, {'activityID': '2024-01-22T21:36:00-FLR-001'}, {'activityID': '2024-01-26T11:48:00-IPS-001'}]",2024-01-22T21:14:00-FLR-001
2024-01-23T03:48:00-CME-001,2024-01-23T03:48Z,[{'activityID': '2024-01-23T03:09:00-FLR-001'}],2024-01-23T03:09:00-FLR-001
2024-01-23T04:12:00-CME-001,2024-01-23T04:12Z,"[{'activityID': '2024-01-23T03:09:00-FLR-001'}, {'activityID': '2024-01-26T11:48:00-IPS-001'}]",2024-01-23T03:09:00-FLR-001
2024-01-23T07:24:00-CME-001,2024-01-23T07:24Z,"[{'activityID': '2024-01-23T06:45:00-FLR-001'}, {'activityID': '2024-01-26T11:48:00-IPS-001'}]",2024-01-23T06:45:00-FLR-001
2024-01-23T09:48:00-CME-001,2024-01-23T09:48Z,[{'activityID': '2024-01-23T09:17:00-FLR-001'}],2024-01-23T09:17:00-FLR-001
2024-01-23T13:36:00-CME-001,2024-01-23T13:36Z,[{'activityID': '2024-01-23T13:03:00-FLR-001'}],2024-01-23T13:03:00-FLR-001
2024-01-23T17:36:00-CME-001,2024-01-23T17:36Z,"[{'activityID': '2024-01-23T16:36:00-FLR-001'}, {'activityID': '2024-01-28T03:42:00-IPS-001'}]",2024-01-23T16:36:00-FLR-001
2024-01-24T01:36:00-CME-001,2024-01-24T01:36Z,[{'activityID': '2024-01-24T01:31:00-FLR-001'}],2024-01-24T01:31:00-FLR-001
2024-01-24T13:36:00-CME-001,2024-01-24T13:36Z,[{'activityID': '2024-01-24T12:44:00-FLR-001'}],2024-01-24T12:44:00-FLR-001
2024-01-24T22:24:00-CME-001,2024-01-24T22:24Z,[{'activityID': '2024-01-24T20:44:00-FLR-001'}],2024-01-24T20:44:00-FLR-001
2024-01-28T16:24:00-CME-001,2024-01-28T16:24Z,[{'activityID': '2024-01-28T15:52:00-FLR-001'}],2024-01-28T15:52:00-FLR-001
2024-01-29T02:00:00-CME-001,2024-01-29T02:00Z,[{'activityID': '2024-01-29T01:29:00-FLR-001'}],2024-01-29T01:29:00-FLR-001
2024-01-29T04:38:00-CME-001,2024-01-29T04:38Z,"[{'activityID': '2024-01-29T03:54:00-FLR-001'}, {'activityID': '2024-01-29T05:11:00-SEP-001'}, {'activityID': '2024-01-29T05:50:00-SEP-001'}, {'activityID': '2024-01-29T06:06:00-SEP-001'}, {'activityID': '2024-01-29T06:08:00-SEP-001'}, {'activityID': '2024-01-29T06:15:00-SEP-001'}, {'activityID': '2024-02-01T05:18:00-IPS-001'}]",2024-01-29T03:54:00-FLR-001
2024-01-30T00:24:00-CME-001,2024-01-30T00:24Z,[{'activityID': '2024-01-30T00:07:00-FLR-001'}],2024-01-30T00:07:00-FLR-001
2024-02-01T08:00:00-CME-001,2024-02-01T08:00Z,[{'activityID': '2024-02-01T06:36:00-FLR-001'}],2024-02-01T06:36:00-FLR-001
2024-02-02T04:17:00-CME-001,2024-02-02T04:17Z,[{'activityID': '2024-02-02T02:52:00-FLR-001'}],2024-02-02T02:52:00-FLR-001
2024-02-02T11:24:00-CME-001,2024-02-02T11:24Z,[{'activityID': '2024-02-02T10:48:00-FLR-001'}],2024-02-02T10:48:00-FLR-001
2024-02-02T17:09:00-CME-001,2024-02-02T17:09Z,"[{'activityID': '2024-02-02T15:25:00-FLR-001'}, {'activityID': '2024-02-02T16:22:00-FLR-001'}]",2024-02-02T15:25:00-FLR-001
2024-02-05T07:48:00-CME-001,2024-02-05T07:48Z,[{'activityID': '2024-02-05T06:10:00-FLR-001'}],2024-02-05T06:10:00-FLR-001
2024-02-06T02:53:00-CME-001,2024-02-06T02:53Z,"[{'activityID': '2024-02-06T02:15:00-FLR-001'}, {'activityID': '2024-02-06T02:37:00-FLR-001'}, {'activityID': '2024-02-06T05:25:00-SEP-001'}, {'activityID': '2024-02-06T07:28:00-SEP-001'}, {'activityID': '2024-02-09T21:40:00-IPS-001'}]",2024-02-06T02:15:00-FLR-001
2024-02-06T13:48:00-CME-001,2024-02-06T13:48Z,[{'activityID': '2024-02-10T08:24:00-IPS-001'}],2024-02-10T08:24:00-IPS-001
2024-02-06T19:12:00-CME-001,2024-02-06T19:12Z,[{'activityID': '2024-02-06T18:38:00-FLR-001'}],2024-02-06T18:38:00-FLR-001
2024-02-07T03:36:00-CME-001,2024-02-07T03:36Z,[{'activityID': '2024-02-07T03:04:00-FLR-001'}],2024-02-07T03:04:00-FLR-001
2024-02-08T15:23:00-CME-001,2024-02-08T15:23Z,[{'activityID': '2024-02-08T14:11:00-FLR-001'}],2024-02-08T14:11:00-FLR-001
2024-02-08T16:48:00-CME-001,2024-02-08T16:48Z,[{'activityID': '2024-02-08T16:12:00-FLR-001'}],2024-02-08T16:12:00-FLR-001
2024-02-08T23:48:00-CME-001,2024-02-08T23:48Z,[{'activityID': '2024-02-08T23:16:00-FLR-001'}],2024-02-08T23:16:00-FLR-001
2024-02-09T00:12:00-CME-001,2024-02-09T00:12Z,[{'activityID': '2024-02-13T01:38:00-IPS-001'}],2024-02-13T01:38:00-IPS-001
2024-02-09T13:23:00-CME-001,2024-02-09T13:23Z,"[{'activityID': '2024-02-09T12:53:00-FLR-001'}, {'activityID': '2024-02-09T15:09:00-SEP-001'}, {'activityID': '2024-02-09T15:30:00-SEP-001'}, {'activityID': '2024-02-09T15:34:00-SEP-001'}, {'activityID': '2024-02-09T15:37:00-SEP-001'}, {'activityID': '2024-02-09T15:52:00-SEP-001'}, {'activityID': '2024-02-09T15:59:00-SEP-001'}, {'activityID': '2024-02-09T16:44:00-SEP-001'}, {'activityID': '2024-02-09T16:45:00-SEP-001'}, {'activityID': '2024-02-11T01:18:00-IPS-001'}, {'activityID': '2024-02-11T02:30:00-IPS-001'}]",2024-02-09T12:53:00-FLR-001
2024-02-10T03:48:00-CME-001,2024-02-10T03:48Z,[{'activityID': '2024-02-10T03:04:00-FLR-001'}],2024-02-10T03:04:00-FLR-001
2024-02-10T07:00:00-CME-001,2024-02-10T07:00Z,[{'activityID': '2024-02-13T01:38:00-IPS-001'}],2024-02-13T01:38:00-IPS-001
2024-02-10T23:36:00-CME-001,2024-02-10T23:36Z,"[{'activityID': '2024-02-10T22:56:00-FLR-001'}, {'activityID': '2024-02-13T01:38:00-IPS-001'}]",2024-02-10T22:56:00-FLR-001
2024-02-12T05:12:00-CME-001,2024-02-12T05:12Z,[{'activityID': '2024-02-12T03:23:00-FLR-001'}],2024-02-12T03:23:00-FLR-001
2024-02-12T06:36:00-CME-001,2024-02-12T06:36Z,"[{'activityID': '2024-02-12T07:41:00-SEP-001'}, {'activityID': '2024-02-12T07:41:00-SEP-002'}, {'activityID': '2024-02-12T08:05:00-SEP-001'}, {'activityID': '2024-02-12T10:15:00-SEP-001'}]",2024-02-12T07:41:00-SEP-001
2024-02-12T22:18:00-CME-001,2024-02-12T22:18Z,[{'activityID': '2024-02-12T20:35:00-FLR-001'}],2024-02-12T20:35:00-FLR-001
2024-02-13T08:09:00-CME-001,2024-02-13T08:09Z,[{'activityID': '2024-02-13T07:28:00-FLR-001'}],2024-02-13T07:28:00-FLR-001
2024-02-15T17:36:00-CME-001,2024-02-15T17:36Z,[{'activityID': '2024-02-15T16:50:00-FLR-001'}],2024-02-15T16:50:00-FLR-001
2024-02-16T07:23:00-CME-001,2024-02-16T07:23Z,[{'activityID': '2024-02-16T06:42:00-FLR-001'}],2024-02-16T06:42:00-FLR-001
2024-02-16T17:36:00-CME-001,2024-02-16T17:36Z,[{'activityID': '2024-02-16T16:15:00-FLR-001'}],2024-02-16T16:15:00-FLR-001
2024-02-19T23:24:00-CME-001,2024-02-19T23:24Z,[{'activityID': '2024-02-19T23:00:00-FLR-001'}],2024-02-19T23:00:00-FLR-001
2024-02-21T16:12:00-CME-001,2024-02-21T16:12Z,[{'activityID': '2024-02-21T15:39:00-FLR-001'}],2024-02-21T15:39:00-FLR-001
2024-02-21T18:36:00-CME-001,2024-02-21T18:36Z,[{'activityID': '2024-02-24T16:16:00-IPS-001'}],2024-02-24T16:16:00-IPS-001
2024-02-22T00:24:00-CME-001,2024-02-22T00:24Z,[{'activityID': '2024-02-21T23:58:00-FLR-001'}],2024-02-21T23:58:00-FLR-001
2024-02-22T17:00:00-CME-001,2024-02-22T17:00Z,[{'activityID': '2024-02-22T16:17:00-FLR-001'}],2024-02-22T16:17:00-FLR-001
2024-02-28T09:24:00-CME-001,2024-02-28T09:24Z,[{'activityID': '2024-02-28T08:56:00-FLR-001'}],2024-02-28T08:56:00-FLR-001
2024-02-28T17:48:00-CME-001,2024-02-28T17:48Z,"[{'activityID': '2024-02-28T16:24:00-FLR-001'}, {'activityID': '2024-03-03T05:58:00-IPS-001'}, {'activityID': '2024-03-03T08:47:00-IPS-001'}, {'activityID': '2024-03-03T18:00:00-GST-001'}]",2024-02-28T16:24:00-FLR-001
2024-03-07T22:36:00-CME-001,2024-03-07T22:36Z,[{'activityID': '2024-03-07T22:02:00-FLR-001'}],2024-03-07T22:02:00-FLR-001
2024-03-10T12:48:00-CME-001,2024-03-10T12:48Z,[{'activityID': '2024-03-10T12:00:00-FLR-001'}],2024-03-10T12:00:00-FLR-001
2024-03-12T10:55:00-CME-001,2024-03-12T10:55Z,[{'activityID': '2024-03-12T10:06:00-FLR-001'}],2024-03-12T10:06:00-FLR-001
2024-03-15T02:10:00-CME-001,2024-03-15T02:10Z,"[{'activityID': '2024-03-15T02:00:00-FLR-001'}, {'activityID': '2024-03-15T20:29:00-SEP-001'}, {'activityID': '2024-03-15T20:50:00-SEP-001'}, {'activityID': '2024-03-15T22:14:00-SEP-001'}, {'activityID': '2024-03-15T23:39:00-SEP-001'}, {'activityID': '2024-03-16T02:57:00-SEP-001'}]",2024-03-15T02:00:00-FLR-001
2024-03-15T06:13:00-CME-001,2024-03-15T06:13Z,[{'activityID': '2024-03-15T05:32:00-FLR-001'}],2024-03-15T05:32:00-FLR-001
