activityID,startTime,linkedEvents,GST_ActivityID
2023-02-27T20:00:00-CME-001,2023-02-27T20:00Z,[{'activityID': '2023-03-02T17:43:00-IPS-001'}],2023-03-02T17:43:00-IPS-001
2023-02-28T18:36:00-CME-001,2023-02-28T18:36Z,[{'activityID': '2023-02-28T17:35:00-FLR-001'}],2023-02-28T17:35:00-FLR-001
2023-03-02T06:12:00-CME-001,2023-03-02T06:12Z,[{'activityID': '2023-03-02T04:39:00-FLR-001'}],2023-03-02T04:39:00-FLR-001
2023-03-02T21:36:00-CME-001,2023-03-02T21:36Z,[{'activityID': '2023-03-02T21:05:00-FLR-001'}],2023-03-02T21:05:00-FLR-001
2023-03-03T02:00:00-CME-001,2023-03-03T02:00Z,[{'activityID': '2023-03-02T21:05:00-FLR-001'}],2023-03-02T21:05:00-FLR-001
2023-03-03T11:36:00-CME-001,2023-03-03T11:36Z,[{'activityID': '2023-03-03T10:10:00-FLR-001'}],2023-03-03T10:10:00-FLR-001
2023-03-03T18:12:00-CME-001,2023-03-03T18:12Z,"[{'activityID': '2023-03-03T17:42:00-FLR-001'}, {'activityID': '2023-03-03T19:19:00-SEP-001'}, {'activityID': '2023-03-03T22:11:00-SEP-001'}, {'activityID': '2023-03-03T22:11:00-SEP-002'}]",2023-03-03T17:42:00-FLR-001
2023-03-04T15:48:00-CME-001,2023-03-04T15:48Z,[{'activityID': '2023-03-04T15:19:00-FLR-001'}],2023-03-04T15:19:00-FLR-001
2023-03-06T03:12:00-CME-001,2023-03-06T03:12Z,[{'activityID': '2023-03-06T02:08:00-FLR-001'}],2023-03-06T02:08:00-FLR-001
2023-03-08T16:48:00-CME-001,2023-03-08T16:48Z,[{'activityID': '2023-03-08T16:21:00-FLR-001'}],2023-03-08T16:21:00-FLR-001
2023-03-09T23:48:00-CME-001,2023-03-09T23:48Z,[{'activityID': '2023-03-09T23:21:00-FLR-001'}],2023-03-09T23:21:00-FLR-001
2023-03-10T13:36:00-CME-001,2023-03-10T13:36Z,[{'activityID': '2023-03-10T13:12:00-FLR-001'}],2023-03-10T13:12:00-FLR-001
2023-03-10T17:24:00-CME-001,2023-03-10T17:24Z,"[{'activityID': '2023-03-14T03:58:00-IPS-001'}, {'activityID': '2023-03-14T11:55:00-SEP-001'}]",2023-03-14T03:58:00-IPS-001
2023-03-12T19:24:00-CME-001,2023-03-12T19:24Z,"[{'activityID': '2023-03-15T03:48:00-IPS-001'}, {'activityID': '2023-03-15T08:25:00-IPS-001'}]",2023-03-15T03:48:00-IPS-001
2023-03-13T03:36:00-CME-001,2023-03-13T03:36Z,"[{'activityID': '2023-03-13T07:45:00-SEP-001'}, {'activityID': '2023-03-13T14:05:00-SEP-001'}, {'activityID': '2023-03-13T16:20:00-SEP-001'}, {'activityID': '2023-03-13T20:26:00-SEP-001'}, {'activityID': '2023-03-14T11:55:00-SEP-001'}]",2023-03-13T07:45:00-SEP-001
2023-03-13T10:53:00-CME-001,2023-03-13T10:53Z,"[{'activityID': '2023-03-15T03:48:00-IPS-001'}, {'activityID': '2023-03-15T08:25:00-IPS-001'}]",2023-03-15T03:48:00-IPS-001
2023-03-17T07:14:00-CME-001,2023-03-17T07:14Z,[{'activityID': '2023-03-17T06:12:00-FLR-001'}],2023-03-17T06:12:00-FLR-001
2023-03-17T10:58:00-CME-001,2023-03-17T10:58Z,[{'activityID': '2023-03-20T22:37:00-IPS-001'}],2023-03-20T22:37:00-IPS-001
2023-03-20T02:41:00-CME-001,2023-03-20T02:41Z,"[{'activityID': '2023-03-23T04:00:00-IPS-001'}, {'activityID': '2023-03-23T09:10:00-IPS-001'}, {'activityID': '2023-03-23T12:00:00-GST-001'}, {'activityID': '2023-03-23T14:52:00-MPC-001'}, {'activityID': '2023-03-27T00:25:00-RBE-001'}]",2023-03-23T04:00:00-IPS-001
2023-03-20T14:42:00-CME-001,2023-03-20T14:42Z,"[{'activityID': '2023-03-20T14:15:00-FLR-001'}, {'activityID': '2023-03-23T04:00:00-IPS-001'}, {'activityID': '2023-03-23T09:10:00-IPS-001'}, {'activityID': '2023-03-23T12:00:00-GST-001'}, {'activityID': '2023-03-23T14:52:00-MPC-001'}, {'activityID': '2023-03-27T00:25:00-RBE-001'}]",2023-03-20T14:15:00-FLR-001
2023-03-26T05:24:00-CME-001,2023-03-26T05:24Z,[{'activityID': '2023-03-26T04:42:00-FLR-001'}],2023-03-26T04:42:00-FLR-001
2023-03-30T08:00:00-CME-001,2023-03-30T08:00Z,[{'activityID': '2023-03-30T07:24:00-FLR-001'}],2023-03-30T07:24:00-FLR-001
2023-04-01T03:36:00-CME-001,2023-04-01T03:36Z,[{'activityID': '2023-04-01T02:49:00-FLR-001'}],2023-04-01T02:49:00-FLR-001
2023-04-14T21:24:00-CME-001,2023-04-14T21:24Z,"[{'activityID': '2023-04-18T13:19:00-IPS-001'}, {'activityID': '2023-04-18T17:59:00-MPC-001'}]",2023-04-18T13:19:00-IPS-001
2023-04-15T12:36:00-CME-001,2023-04-15T12:36Z,[{'activityID': '2023-04-18T17:59:00-MPC-001'}],2023-04-18T17:59:00-MPC-001
2023-04-17T07:12:00-CME-001,2023-04-17T07:12Z,[{'activityID': '2023-04-17T06:21:00-FLR-001'}],2023-04-17T06:21:00-FLR-001
2023-04-21T18:12:00-CME-001,2023-04-21T18:12Z,"[{'activityID': '2023-04-21T17:44:00-FLR-001'}, {'activityID': '2023-04-23T11:48:00-SEP-001'}, {'activityID': '2023-04-23T13:58:00-SEP-001'}, {'activityID': '2023-04-23T14:00:00-IPS-001'}, {'activityID': '2023-04-23T17:00:00-IPS-001'}, {'activityID': '2023-04-23T17:28:00-SEP-001'}, {'activityID': '2023-04-23T17:44:00-SEP-001'}, {'activityID': '2023-04-23T18:00:00-GST-001'}, {'activityID': '2023-04-23T18:15:00-SEP-001'}, {'activityID': '2023-04-23T18:29:00-SEP-001'}, {'activityID': '2023-04-23T18:29:00-SEP-002'}, {'activityID': '2023-04-23T19:15:00-MPC-001'}, {'activityID': '2023-04-26T12:35:00-RBE-001'}]",2023-04-21T17:44:00-FLR-001
2023-04-27T02:48:00-CME-001,2023-04-27T02:48Z,[{'activityID': '2023-04-27T02:28:00-FLR-001'}],2023-04-27T02:28:00-FLR-001
2023-04-30T02:36:00-CME-001,2023-04-30T02:36Z,[{'activityID': '2023-04-30T02:10:00-FLR-001'}],2023-04-30T02:10:00-FLR-001
2023-04-30T20:24:00-CME-001,2023-04-30T20:24Z,[{'activityID': '2023-04-30T19:56:00-FLR-001'}],2023-04-30T19:56:00-FLR-001
2023-05-01T03:24:00-CME-001,2023-05-01T03:24Z,[{'activityID': '2023-05-01T02:48:00-FLR-001'}],2023-05-01T02:48:00-FLR-001
2023-05-01T23:12:00-CME-001,2023-05-01T23:12Z,[{'activityID': '2023-05-01T22:19:00-FLR-001'}],2023-05-01T22:19:00-FLR-001
2023-05-04T09:09:00-CME-001,2023-05-04T09:09Z,"[{'activityID': '2023-05-04T08:05:00-FLR-001'}, {'activityID': '2023-05-07T13:20:00-IPS-001'}]",2023-05-04T08:05:00-FLR-001
2023-05-05T08:12:00-CME-001,2023-05-05T08:12Z,"[{'activityID': '2023-05-05T07:30:00-FLR-001'}, {'activityID': '2023-05-07T13:20:00-IPS-001'}]",2023-05-05T07:30:00-FLR-001
2023-05-07T23:12:00-CME-001,2023-05-07T23:12Z,"[{'activityID': '2023-05-07T22:53:00-FLR-001'}, {'activityID': '2023-05-08T06:19:00-SEP-001'}, {'activityID': '2023-05-08T11:45:00-SEP-001'}, {'activityID': '2023-05-08T13:13:00-SEP-001'}, {'activityID': '2023-05-09T19:00:00-IPS-001'}, {'activityID': '2023-05-09T20:39:00-SEP-001'}, {'activityID': '2023-05-09T22:06:00-IPS-001'}, {'activityID': '2023-05-09T22:31:00-SEP-001'}, {'activityID': '2023-05-09T22:52:00-SEP-001'}, {'activityID': '2023-05-09T23:15:00-SEP-001'}, {'activityID': '2023-05-10T03:55:00-MPC-001'}]",2023-05-07T22:53:00-FLR-001
2023-05-09T04:24:00-CME-001,2023-05-09T04:24Z,[{'activityID': '2023-05-09T03:42:00-FLR-001'}],2023-05-09T03:42:00-FLR-001
2023-05-09T06:48:00-CME-001,2023-05-09T06:48Z,[{'activityID': '2023-05-09T05:55:00-FLR-001'}],2023-05-09T05:55:00-FLR-001
2023-05-09T08:48:00-CME-001,2023-05-09T08:48Z,[{'activityID': '2023-05-09T07:58:00-FLR-001'}],2023-05-09T07:58:00-FLR-001
2023-05-09T10:23:00-CME-001,2023-05-09T10:23Z,[{'activityID': '2023-05-09T09:18:00-FLR-001'}],2023-05-09T09:18:00-FLR-001
2023-05-09T13:25:00-CME-001,2023-05-09T13:25Z,[{'activityID': '2023-05-09T11:59:00-FLR-001'}],2023-05-09T11:59:00-FLR-001
2023-05-09T19:00:00-CME-001,2023-05-09T19:00Z,"[{'activityID': '2023-05-09T18:20:00-FLR-001'}, {'activityID': '2023-05-09T20:32:00-FLR-001'}, {'activityID': '2023-05-09T20:39:00-SEP-001'}, {'activityID': '2023-05-09T22:31:00-SEP-001'}, {'activityID': '2023-05-09T22:52:00-SEP-001'}, {'activityID': '2023-05-09T23:15:00-SEP-001'}, {'activityID': '2023-05-12T01:00:00-IPS-001'}, {'activityID': '2023-05-12T05:48:00-IPS-001'}]",2023-05-09T18:20:00-FLR-001
2023-05-09T21:09:00-CME-001,2023-05-09T21:09Z,[{'activityID': '2023-05-09T20:32:00-FLR-001'}],2023-05-09T20:32:00-FLR-001
2023-05-10T15:05:00-CME-001,2023-05-10T15:05Z,[{'activityID': '2023-05-10T14:11:00-FLR-001'}],2023-05-10T14:11:00-FLR-001
2023-05-11T09:36:00-CME-001,2023-05-11T09:36Z,[{'activityID': '2023-05-11T08:47:00-FLR-001'}],2023-05-11T08:47:00-FLR-001
2023-05-11T19:00:00-CME-001,2023-05-11T19:00Z,[{'activityID': '2023-05-11T18:13:00-FLR-001'}],2023-05-11T18:13:00-FLR-001
2023-05-13T00:12:00-CME-001,2023-05-13T00:12Z,[{'activityID': '2023-05-12T23:53:00-FLR-001'}],2023-05-12T23:53:00-FLR-001
2023-05-19T07:24:00-CME-001,2023-05-19T07:24Z,"[{'activityID': '2023-05-21T14:20:00-IPS-001'}, {'activityID': '2023-05-21T14:55:00-RBE-001'}]",2023-05-21T14:20:00-IPS-001
2023-05-22T14:09:00-CME-001,2023-05-22T14:09Z,[{'activityID': '2023-05-22T13:30:00-FLR-001'}],2023-05-22T13:30:00-FLR-001
2023-05-25T15:36:00-CME-001,2023-05-25T15:36Z,[{'activityID': '2023-05-25T14:37:00-FLR-001'}],2023-05-25T14:37:00-FLR-001
2023-05-27T20:00:00-CME-001,2023-05-27T20:00Z,[{'activityID': '2023-05-27T19:12:00-FLR-001'}],2023-05-27T19:12:00-FLR-001
2023-05-30T17:12:00-CME-001,2023-05-30T17:12Z,[{'activityID': '2023-06-03T21:05:00-IPS-001'}],2023-06-03T21:05:00-IPS-001
2023-06-01T00:36:00-CME-001,2023-06-01T00:36Z,[{'activityID': '2023-06-01T00:20:00-FLR-001'}],2023-06-01T00:20:00-FLR-001
2023-06-04T10:24:00-CME-001,2023-06-04T10:24Z,[{'activityID': '2023-06-07T22:25:00-IPS-001'}],2023-06-07T22:25:00-IPS-001
2023-06-07T07:00:00-CME-001,2023-06-07T07:00Z,"[{'activityID': '2023-06-07T06:16:00-FLR-001'}, {'activityID': '2023-06-10T13:20:00-IPS-001'}]",2023-06-07T06:16:00-FLR-001
2023-06-07T12:48:00-CME-001,2023-06-07T12:48Z,[{'activityID': '2023-06-07T11:18:00-FLR-001'}],2023-06-07T11:18:00-FLR-001
2023-06-09T17:36:00-CME-001,2023-06-09T17:36Z,[{'activityID': '2023-06-09T16:48:00-FLR-001'}],2023-06-09T16:48:00-FLR-001
2023-06-16T05:48:00-CME-001,2023-06-16T05:48Z,[{'activityID': '2023-06-16T05:21:00-FLR-001'}],2023-06-16T05:21:00-FLR-001
2023-06-16T11:09:00-CME-001,2023-06-16T11:09Z,[{'activityID': '2023-06-16T10:20:00-FLR-001'}],2023-06-16T10:20:00-FLR-001
2023-06-18T14:12:00-CME-001,2023-06-18T14:12Z,[{'activityID': '2023-06-18T13:25:00-FLR-001'}],2023-06-18T13:25:00-FLR-001
2023-06-20T17:24:00-CME-001,2023-06-20T17:24Z,"[{'activityID': '2023-06-20T16:42:00-FLR-001'}, {'activityID': '2023-06-27T12:50:00-RBE-001'}]",2023-06-20T16:42:00-FLR-001
2023-06-23T00:39:00-CME-001,2023-06-23T00:39Z,[{'activityID': '2023-06-22T23:29:00-FLR-001'}],2023-06-22T23:29:00-FLR-001
2023-06-24T12:38:00-CME-001,2023-06-24T12:38Z,[{'activityID': '2023-06-24T12:11:00-FLR-001'}],2023-06-24T12:11:00-FLR-001
2023-06-26T12:12:00-CME-001,2023-06-26T12:12Z,"[{'activityID': '2023-06-27T12:50:00-RBE-001'}, {'activityID': '2023-06-29T08:20:00-IPS-001'}, {'activityID': '2023-06-29T15:00:00-IPS-001'}]",2023-06-27T12:50:00-RBE-001
2023-06-27T20:36:00-CME-001,2023-06-27T20:36Z,"[{'activityID': '2023-06-27T12:50:00-RBE-001'}, {'activityID': '2023-06-30T11:20:00-IPS-001'}]",2023-06-27T12:50:00-RBE-001
2023-07-01T23:12:00-CME-001,2023-07-01T23:12Z,"[{'activityID': '2023-07-01T22:07:00-FLR-001'}, {'activityID': '2023-07-05T17:55:00-IPS-001'}]",2023-07-01T22:07:00-FLR-001
2023-07-02T03:24:00-CME-001,2023-07-02T03:24Z,"[{'activityID': '2023-07-02T02:29:00-FLR-001'}, {'activityID': '2023-07-05T17:55:00-IPS-001'}]",2023-07-02T02:29:00-FLR-001
2023-07-03T22:00:00-CME-001,2023-07-03T22:00Z,[{'activityID': '2023-07-03T21:02:00-FLR-001'}],2023-07-03T21:02:00-FLR-001
2023-07-06T09:12:00-CME-001,2023-07-06T09:12Z,[{'activityID': '2023-07-06T05:42:00-FLR-001'}],2023-07-06T05:42:00-FLR-001
2023-07-10T04:00:00-CME-001,2023-07-10T04:00Z,"[{'activityID': '2023-07-10T03:29:00-FLR-001'}, {'activityID': '2023-07-13T08:30:00-IPS-001'}, {'activityID': '2023-07-13T15:49:00-IPS-001'}, {'activityID': '2023-07-14T10:30:00-IPS-001'}]",2023-07-10T03:29:00-FLR-001
2023-07-11T19:24:00-CME-001,2023-07-11T19:24Z,[{'activityID': '2023-07-14T15:25:00-IPS-001'}],2023-07-14T15:25:00-IPS-001
2023-07-11T19:48:00-CME-001,2023-07-11T19:48Z,[{'activityID': '2023-07-11T17:51:00-FLR-001'}],2023-07-11T17:51:00-FLR-001
2023-07-14T10:18:00-CME-001,2023-07-14T10:18Z,[{'activityID': '2023-07-14T09:22:00-FLR-001'}],2023-07-14T09:22:00-FLR-001
2023-07-14T19:10:00-CME-001,2023-07-14T19:10Z,"[{'activityID': '2023-07-14T18:27:00-FLR-001'}, {'activityID': '2023-07-16T18:35:00-IPS-001'}, {'activityID': '2023-07-19T16:55:00-RBE-001'}]",2023-07-14T18:27:00-FLR-001
2023-07-14T19:38:00-CME-001,2023-07-14T19:38Z,[{'activityID': '2023-07-16T12:40:00-IPS-001'}],2023-07-16T12:40:00-IPS-001
2023-07-15T07:51:00-CME-001,2023-07-15T07:51Z,[{'activityID': '2023-07-15T07:21:00-FLR-001'}],2023-07-15T07:21:00-FLR-001
2023-07-15T20:13:00-CME-001,2023-07-15T20:13Z,[{'activityID': '2023-07-16T06:35:00-SEP-001'}],2023-07-16T06:35:00-SEP-001
2023-07-16T04:42:00-CME-001,2023-07-16T04:42Z,[{'activityID': '2023-07-16T06:35:00-SEP-001'}],2023-07-16T06:35:00-SEP-001
2023-07-16T09:08:00-CME-001,2023-07-16T09:08Z,[{'activityID': '2023-07-16T08:31:00-FLR-001'}],2023-07-16T08:31:00-FLR-001
2023-07-16T17:53:00-CME-001,2023-07-16T17:53Z,"[{'activityID': '2023-07-16T17:36:00-FLR-001'}, {'activityID': '2023-07-16T18:49:00-SEP-001'}, {'activityID': '2023-07-16T18:49:00-SEP-002'}]",2023-07-16T17:36:00-FLR-001
2023-07-17T23:36:00-CME-001,2023-07-17T23:36Z,"[{'activityID': '2023-07-17T23:18:00-FLR-001'}, {'activityID': '2023-07-17T23:37:00-FLR-001'}, {'activityID': '2023-07-18T00:53:00-SEP-001'}, {'activityID': '2023-07-18T01:00:00-SEP-001'}, {'activityID': '2023-07-18T01:00:00-SEP-002'}, {'activityID': '2023-07-18T01:06:00-SEP-001'}, {'activityID': '2023-07-18T01:06:00-SEP-002'}, {'activityID': '2023-07-18T01:09:00-SEP-001'}, {'activityID': '2023-07-18T01:12:00-SEP-001'}, {'activityID': '2023-07-18T01:15:00-SEP-001'}, {'activityID': '2023-07-20T15:28:00-IPS-001'}, {'activityID': '2023-07-20T16:07:00-IPS-001'}]",2023-07-17T23:18:00-FLR-001
2023-07-18T20:12:00-CME-001,2023-07-18T20:12Z,"[{'activityID': '2023-07-18T19:32:00-FLR-001'}, {'activityID': '2023-07-18T20:00:00-FLR-001'}, {'activityID': '2023-07-21T14:30:00-IPS-001'}, {'activityID': '2023-07-21T19:25:00-IPS-001'}]",2023-07-18T19:32:00-FLR-001
2023-07-19T17:36:00-CME-001,2023-07-19T17:36Z,[{'activityID': '2023-07-19T17:04:00-FLR-001'}],2023-07-19T17:04:00-FLR-001
2023-07-23T15:05:00-CME-001,2023-07-23T15:05Z,"[{'activityID': '2023-07-23T14:47:00-FLR-001'}, {'activityID': '2023-07-25T19:00:00-IPS-001'}, {'activityID': '2023-07-25T21:54:00-IPS-001'}, {'activityID': '2023-07-29T14:45:00-RBE-001'}]",2023-07-23T14:47:00-FLR-001
2023-07-27T23:24:00-CME-001,2023-07-27T23:24Z,[{'activityID': '2023-07-27T22:04:00-FLR-001'}],2023-07-27T22:04:00-FLR-001
2023-07-28T15:53:00-CME-001,2023-07-28T15:53Z,"[{'activityID': '2023-07-28T15:39:00-FLR-001'}, {'activityID': '2023-07-28T18:12:00-SEP-001'}, {'activityID': '2023-07-28T19:05:00-SEP-001'}, {'activityID': '2023-07-28T19:19:00-SEP-001'}, {'activityID': '2023-07-28T19:23:00-SEP-001'}, {'activityID': '2023-07-28T23:50:00-SEP-001'}, {'activityID': '2023-07-29T00:53:00-SEP-001'}]",2023-07-28T15:39:00-FLR-001
2023-07-28T22:36:00-CME-001,2023-07-28T22:36Z,"[{'activityID': '2023-08-01T06:00:00-IPS-001'}, {'activityID': '2023-08-01T10:08:00-IPS-001'}]",2023-08-01T06:00:00-IPS-001
2023-07-29T07:53:00-CME-001,2023-07-29T07:53Z,[{'activityID': '2023-07-29T06:55:00-FLR-001'}],2023-07-29T06:55:00-FLR-001
2023-07-31T23:12:00-CME-001,2023-07-31T23:12Z,"[{'activityID': '2023-08-04T05:30:00-IPS-001'}, {'activityID': '2023-08-04T06:52:00-IPS-001'}]",2023-08-04T05:30:00-IPS-001
2023-07-31T23:36:00-CME-001,2023-07-31T23:36Z,"[{'activityID': '2023-08-04T05:30:00-IPS-001'}, {'activityID': '2023-08-04T06:52:00-IPS-001'}]",2023-08-04T05:30:00-IPS-001
2023-08-01T20:36:00-CME-001,2023-08-01T20:36Z,[{'activityID': '2023-08-01T19:48:00-FLR-001'}],2023-08-01T19:48:00-FLR-001
2023-08-02T09:12:00-CME-001,2023-08-02T09:12Z,"[{'activityID': '2023-08-05T02:10:00-IPS-001'}, {'activityID': '2023-08-05T03:00:00-GST-001'}, {'activityID': '2023-08-05T04:57:00-IPS-001'}, {'activityID': '2023-08-09T15:20:00-RBE-001'}, {'activityID': '2023-08-11T13:05:00-RBE-001'}]",2023-08-05T02:10:00-IPS-001
2023-08-04T04:17:00-CME-001,2023-08-04T04:17Z,"[{'activityID': '2023-08-04T03:38:00-FLR-001'}, {'activityID': '2023-08-07T01:15:00-IPS-001'}, {'activityID': '2023-08-11T13:05:00-RBE-001'}]",2023-08-04T03:38:00-FLR-001
2023-08-04T04:49:00-CME-001,2023-08-04T04:49Z,"[{'activityID': '2023-08-04T03:38:00-FLR-001'}, {'activityID': '2023-08-07T01:15:00-IPS-001'}, {'activityID': '2023-08-11T13:05:00-RBE-001'}]",2023-08-04T03:38:00-FLR-001
2023-08-05T07:12:00-CME-001,2023-08-05T07:12Z,"[{'activityID': '2023-08-05T06:18:00-FLR-001'}, {'activityID': '2023-08-05T10:00:00-SEP-001'}, {'activityID': '2023-08-05T10:19:00-SEP-001'}, {'activityID': '2023-08-05T10:47:00-SEP-001'}, {'activityID': '2023-08-05T10:59:00-SEP-001'}, {'activityID': '2023-08-05T11:15:00-SEP-001'}, {'activityID': '2023-08-05T12:33:00-SEP-001'}, {'activityID': '2023-08-07T08:46:00-IPS-001'}, {'activityID': '2023-08-07T11:07:00-IPS-001'}]",2023-08-05T06:18:00-FLR-001
2023-08-05T22:24:00-CME-001,2023-08-05T22:24Z,"[{'activityID': '2023-08-05T10:00:00-SEP-001'}, {'activityID': '2023-08-05T10:19:00-SEP-001'}, {'activityID': '2023-08-05T10:47:00-SEP-001'}, {'activityID': '2023-08-05T11:15:00-SEP-001'}, {'activityID': '2023-08-05T21:45:00-FLR-001'}]",2023-08-05T10:00:00-SEP-001
2023-08-06T18:48:00-CME-001,2023-08-06T18:48Z,[{'activityID': '2023-08-06T18:20:00-FLR-001'}],2023-08-06T18:20:00-FLR-001
2023-08-07T05:00:00-CME-001,2023-08-07T05:00Z,[{'activityID': '2023-08-07T04:29:00-FLR-001'}],2023-08-07T04:29:00-FLR-001
2023-08-07T16:09:00-CME-001,2023-08-07T16:09Z,[{'activityID': '2023-08-07T15:30:00-FLR-001'}],2023-08-07T15:30:00-FLR-001
2023-08-07T20:48:00-CME-001,2023-08-07T20:48Z,"[{'activityID': '2023-08-07T20:30:00-FLR-001'}, {'activityID': '2023-08-07T22:09:00-SEP-001'}, {'activityID': '2023-08-07T22:19:00-SEP-001'}, {'activityID': '2023-08-08T01:00:00-SEP-001'}, {'activityID': '2023-08-08T01:48:00-SEP-001'}, {'activityID': '2023-08-08T01:59:00-SEP-001'}, {'activityID': '2023-08-08T04:26:00-SEP-001'}]",2023-08-07T20:30:00-FLR-001
2023-08-10T02:48:00-CME-001,2023-08-10T02:48Z,[{'activityID': '2023-08-10T02:26:00-FLR-001'}],2023-08-10T02:26:00-FLR-001
2023-08-14T20:48:00-CME-001,2023-08-14T20:48Z,[{'activityID': '2023-08-14T20:30:00-FLR-001'}],2023-08-14T20:30:00-FLR-001
2023-08-17T02:48:00-CME-001,2023-08-17T02:48Z,[{'activityID': '2023-08-17T02:19:00-FLR-001'}],2023-08-17T02:19:00-FLR-001
2023-08-17T12:48:00-CME-001,2023-08-17T12:48Z,[{'activityID': '2023-08-17T12:14:00-FLR-001'}],2023-08-17T12:14:00-FLR-001
2023-08-17T17:36:00-CME-001,2023-08-17T17:36Z,[{'activityID': '2023-08-17T17:16:00-FLR-001'}],2023-08-17T17:16:00-FLR-001
2023-08-18T11:36:00-CME-001,2023-08-18T11:36Z,[{'activityID': '2023-08-18T10:30:00-FLR-001'}],2023-08-18T10:30:00-FLR-001
2023-08-18T19:48:00-CME-001,2023-08-18T19:48Z,[{'activityID': '2023-08-18T19:09:00-FLR-001'}],2023-08-18T19:09:00-FLR-001
2023-08-18T22:00:00-CME-001,2023-08-18T22:00Z,[{'activityID': '2023-08-18T21:17:00-FLR-001'}],2023-08-18T21:17:00-FLR-001
2023-08-21T13:23:00-CME-001,2023-08-21T13:23Z,[{'activityID': '2023-08-21T12:18:00-FLR-001'}],2023-08-21T12:18:00-FLR-001
2023-08-22T00:35:00-CME-001,2023-08-22T00:35Z,[{'activityID': '2023-08-21T23:47:00-FLR-001'}],2023-08-21T23:47:00-FLR-001
2023-08-22T23:29:00-CME-001,2023-08-22T23:29Z,[{'activityID': '2023-08-22T22:35:00-FLR-001'}],2023-08-22T22:35:00-FLR-001
2023-08-24T20:00:00-CME-001,2023-08-24T20:00Z,"[{'activityID': '2023-08-24T19:23:00-FLR-001'}, {'activityID': '2023-08-24T19:39:00-FLR-001'}]",2023-08-24T19:23:00-FLR-001
2023-08-25T02:48:00-CME-001,2023-08-25T02:48Z,[{'activityID': '2023-08-25T00:56:00-FLR-001'}],2023-08-25T00:56:00-FLR-001
2023-08-25T11:12:00-CME-001,2023-08-25T11:12Z,[{'activityID': '2023-08-25T11:04:00-FLR-001'}],2023-08-25T11:04:00-FLR-001
2023-08-25T11:48:00-CME-001,2023-08-25T11:48Z,[{'activityID': '2023-08-25T11:11:00-FLR-001'}],2023-08-25T11:11:00-FLR-001
2023-08-26T13:23:00-CME-001,2023-08-26T13:23Z,[{'activityID': '2023-08-26T12:44:00-FLR-001'}],2023-08-26T12:44:00-FLR-001
2023-08-26T22:36:00-CME-001,2023-08-26T22:36Z,[{'activityID': '2023-08-26T22:05:00-FLR-001'}],2023-08-26T22:05:00-FLR-001
2023-08-31T05:12:00-CME-001,2023-08-31T05:12Z,[{'activityID': '2023-08-31T04:51:00-FLR-001'}],2023-08-31T04:51:00-FLR-001
2023-09-01T03:24:00-CME-001,2023-09-01T03:24Z,"[{'activityID': '2023-09-01T03:26:00-FLR-001'}, {'activityID': '2023-09-01T04:30:00-SEP-001'}, {'activityID': '2023-09-01T04:34:00-SEP-003'}, {'activityID': '2023-09-01T04:34:00-SEP-002'}, {'activityID': '2023-09-01T04:34:00-SEP-001'}, {'activityID': '2023-09-01T04:49:00-SEP-001'}, {'activityID': '2023-09-01T04:49:00-SEP-002'}, {'activityID': '2023-09-01T05:05:00-SEP-001'}, {'activityID': '2023-09-01T05:05:00-SEP-002'}, {'activityID': '2023-09-03T10:25:00-IPS-001'}]",2023-09-01T03:26:00-FLR-001
2023-09-01T23:12:00-CME-001,2023-09-01T23:12Z,"[{'activityID': '2023-09-01T21:48:00-FLR-001'}, {'activityID': '2023-09-05T10:50:00-IPS-001'}, {'activityID': '2023-09-05T14:38:00-IPS-001'}]",2023-09-01T21:48:00-FLR-001
2023-09-02T07:12:00-CME-001,2023-09-02T07:12Z,[{'activityID': '2023-09-02T06:33:00-FLR-001'}],2023-09-02T06:33:00-FLR-001
2023-09-03T00:36:00-CME-001,2023-09-03T00:36Z,[{'activityID': '2023-09-03T00:14:00-FLR-001'}],2023-09-03T00:14:00-FLR-001
2023-09-03T04:36:00-CME-001,2023-09-03T04:36Z,[{'activityID': '2023-09-03T04:00:00-FLR-001'}],2023-09-03T04:00:00-FLR-001
2023-09-03T05:24:00-CME-001,2023-09-03T05:24Z,[{'activityID': '2023-09-03T05:18:00-FLR-001'}],2023-09-03T05:18:00-FLR-001
2023-09-03T09:12:00-CME-001,2023-09-03T09:12Z,[{'activityID': '2023-09-03T08:09:00-FLR-001'}],2023-09-03T08:09:00-FLR-001
2023-09-03T12:48:00-CME-001,2023-09-03T12:48Z,"[{'activityID': '2023-09-03T11:31:00-FLR-001'}, {'activityID': '2023-09-03T12:03:00-FLR-001'}]",2023-09-03T11:31:00-FLR-001
2023-09-04T14:09:00-CME-001,2023-09-04T14:09Z,[{'activityID': '2023-09-04T13:34:00-FLR-001'}],2023-09-04T13:34:00-FLR-001
2023-09-07T19:24:00-CME-001,2023-09-07T19:24Z,[{'activityID': '2023-09-07T18:58:00-FLR-001'}],2023-09-07T18:58:00-FLR-001
2023-09-11T01:48:00-CME-001,2023-09-11T01:48Z,[{'activityID': '2023-09-11T01:08:00-FLR-001'}],2023-09-11T01:08:00-FLR-001
2023-09-11T05:00:00-CME-001,2023-09-11T05:00Z,[{'activityID': '2023-09-11T03:58:00-FLR-001'}],2023-09-11T03:58:00-FLR-001
